respondent id,question code,comments,hide comment,language id,edited text,english translation,positive sentiment probability,neutral sentiment probability,negative sentiment probability,sentiment category
18686876,ctt|comments,สังคมดิจิทัล ไม่ควรจะเป็นแค่สังคมปลาเร็วกินปลาช้า แต่ควรจะต้องเป็นสังคมที่ทั้งปลาเร็ว ปลาช้า จะอยู่ร่วมกันได้ ถ้าต่างก็เป็นปลาดี,FALSE,en,,,,,,
18686694,ctt|comments,good one,FALSE,en,,,,,,
18686445,ctt|comments,ทุกคนควรที่จะทำความเข้าใจถึงการเปลี่ยนแปลงของสิ่งต่าง ๆ เพื่อให้เกิดการตื่นตัวและทันต่อสถานการณ์ของโลกที่เปลี่ยนแปลงอย่างไม่มีที่สิ้นสุดโดยเฉพาะ Digital Transformation,FALSE,en,,,,,,
18686566,ctt|comments,-,FALSE,en,,,,,,
18686603,ctt|comments,เราใช้เทคโนโลยี และเครื่องมือต่างๆ เพื่อพัฒนางานของเราให้ดียิ่งๆขึ้นไป,FALSE,en,,,,,,
18686454,ctt|comments,อยากให้มีการแลกเปลี่ยน/ประชุมร่วมกันระหว่างทีมมากขึ้น เพื่อให้ product มีทิศทางในการพัฒนาที่ชัดเจนขึ้น,FALSE,en,,,,,,
18686473,ctt|comments,การเปลี่ยนแปลงเกิดขึ้นทุกวัน แต่คนเราอาจจะยังตามไม่ทัน และด้วยสภาพแวดล้อมการทำงานที่มี Gap ความต่างของอายุ ความสนใจ และ ประสบการณ์ทางด้านเทคโนโลยี ทำให้ทิศทางและมุมมองอาจแตกต่างกัน ไม่เข้ากันได้,FALSE,en,,,,,,
18686492,ctt|comments,ส่งเสริมและเพิ่มเติมการพัฒนาความรู้ให้พนักงานมากขึ้น เช่น จัดคอร์สอบรม สัมมนา,FALSE,en,,,,,,
18686793,ctt|comments,อยากให้เพิ่มโอกาสในการเลือกใช้เครื่องมือและวิธีการใหม่ๆในการทำงานมากยิ่งขึ้น,FALSE,en,,,,,,
18686448,ctt|comments,-,FALSE,en,,,,,,
18686580,ctt|comments,-,FALSE,en,,,,,,
18686911,ctt|comments,Infinitas ยังไม่ค่อยมีการอบรมพนักงานเรื่องดิจิทัลมากนัก รวมทั้งไม่มีคอร์สออนไลน์ให้เรียนฟรีอีกด้วย,FALSE,en,,,,,,
18686858,ctt|comments,"Working culture here is still too ""Thai"".",FALSE,en,,,,,,
18686364,ctt|comments,ไม่มี,FALSE,en,,,,,,
18686897,ctt|comments,"องค์กรเติบโตขึ้น 
เนื้องานเติบโตขึ้น
ยังรอวันที่พนักงานจะได้เติบโตและก้าวหน้าขึ้นไปด้วยกับองค์กรและเนื้องาน นะครับ :)",FALSE,en,,,,,,
18686381,ctt|comments,"อยากให้สนับสนุน ด้านความรู้ในเชิง UX เชิง soft skill ต่างๆสำหรับ senior หรือ squad lead บ้างครับ เช่น ภาษาอังกฤษ, people management เป็นต้น นอกเหนือจากการทำงานเพราะผมคิดว่างานจะดีขึ้นได้เหนือคู่แข่งจะต้องเกิดจากการพัฒนาบุลลากร ทั้งเรื่องจำนวนงานปริมาณงาน เวลางาน และ การได้เรียนรู้เพิ่ม ควรสัมพันธ์กัน",FALSE,en,,,,,,
18686375,ctt|comments,องค์กรควรจัดสรรงบประมาณให้พนักงานเลือกเรียนคอร์สออนไลน์เพื่อเพิ่มทักษะที่ตนเองอยากเติบโตใน career path ที่ต้องการ,FALSE,en,,,,,,
18686469,ctt|comments,-,FALSE,en,,,,,,
18686889,ctt|comments,การเปลี่ยนแปลงทางเทคโนโลยี และดิจิตอลมีการเปลี่ยนแปลง ค่อนข้างรวดเร็ว และมีเครื่องมือใหม่ๆ เกิดขึ้นตลอดเวลา พนักงานทุกคนควรมีการเรียนรู้อยู่ตลอดเวลา,FALSE,en,,,,,,
18686553,dd|learning_ecosystem_training,ข้อมูลนี้อาจให้ได้ไม่ถูกต้องมากนักเนื่องจากเพิ่งเข้ามาทำงาน,FALSE,en,,,,,,
18686553,dd|clarity_recognition,ข้อมูลนี้อาจให้ได้ไม่ถูกต้องมากนักเนื่องจากเพิ่งเข้ามาทำงาน,FALSE,en,,,,,,
18686553,dd|clarity_interaction,ข้อมูลนี้อาจให้ได้ไม่ถูกต้องมากนักเนื่องจากเพิ่งเข้ามาทำงาน,FALSE,en,,,,,,
18686553,dd|digital_vision,ข้อมูลนี้อาจให้ได้ไม่ถูกต้องมากนักเนื่องจากเพิ่งเข้ามาทำงาน,FALSE,en,,,,,,
18686553,dd|clarity_resources,ข้อมูลนี้อาจให้ได้ไม่ถูกต้องมากนักเนื่องจากเพิ่งเข้ามาทำงาน,FALSE,en,,,,,,
18686553,dd|digital_vision_leading,ข้อมูลนี้อาจให้ได้ไม่ถูกต้องมากนักเนื่องจากเพิ่งเข้ามาทำงาน,FALSE,en,,,,,,
18686424,ctt|comments,Need more training course on new technology for my team  :),FALSE,en,,,,,,
18686655,ctt|comments,some existing processes should be changed in order to support rapid technology changes,FALSE,en,,,,,,
18686825,ctt|comments,"Current digital transformation is more and faster change, creating a more adaptive, creative, and resilient organization to target success",FALSE,en,,,,,,
18686367,ctt|comments,องกรค์สามารถเปลี่ยนแปลงและปรับตัวกับการเปลี่ยนแปลงได้อย่างรวดเร็วทันใจ และไร้ที่ติ,FALSE,en,,,,,,
18686478,ctt|comments,อยากให้สนับสนุนสมาชิกภายในทีมมีการอบรมมากยิ่งขึ้น,FALSE,en,,,,,,
18686727,ctt|comments,eager to learn new things and improvement myself to work with new technology that was change very fast and support company to work together,FALSE,en,,,,,,
18686900,dd|digital_capabilities_ai,AI ให้การสื่อสารไม่ดีเท่ากับมนุษย์สื่อสารกับมนุษย์,FALSE,en,,,,,,
18686750,ctt|comments,data structure shall improve to more accessible and easy to access in decision-making of current task and leverage to data-driven culture.,FALSE,en,,,,,,
18686849,ctt|comments,อยากให้มีคอสอบรมที่หลากหลาย เพื่อพัฒนาความรู้ใหม่ๆ ให้กับพนักงานครับ,FALSE,en,,,,,,
18686650,ctt|comments,เทคโนโลยีเข้ามาเกี่ยวข้องและเข้าใกล้การใช้ชีวิตประจำวันของมนุษย์มากยิ่งขึ้น การพัฒนาระบบที่ตอบโจทย์ เข้าใจ ปลอดภัย และเป็นประโยชน์กับผู้ใช้งานจึงเป็นสิ่งสำคัญที่ต้องคำนึงถึง,FALSE,en,,,,,,
18686894,ctt|comments,ไม่มี,FALSE,en,,,,,,
18686870,ctt|comments,NA,FALSE,en,,,,,,
18686416,ctt|comments,-,FALSE,en,,,,,,
18686751,ctt|comments,การเปลี่ยนแปลงเป็นสิ่งที่เกิดขึ้นอยู่เสมอ ผู้ชนะคือคนที่จับสายลมแห่งการเปลี่ยนแปลงมาเป็นโอกาสในการก้าวไปข้างหน้าอย่างรวดเร็วก่อนคนอื่นๆ อยากให้องค์กรสนับสนุนเครื่องมือในการทำงานเพิ่มแก่พนักงงาน เช่น Slack และอื่นๆ ที่เกี่ยวข้องกับสายงานนั้นๆ เพื่ออำนวยความสะดวกแก่พนักงานในการทำงานครับ,FALSE,en,,,,,,
18686365,ctt|comments,หากมีการ Training เพิ่มขึ้นจะช่วยพนักงานทักษะของพนักงานได้ดีขึ้น,FALSE,en,,,,,,
18686664,ctt|comments,-,FALSE,en,,,,,,
18686810,ctt|comments,-,FALSE,en,,,,,,
18686406,ctt|comments,อุปกรณ์ในการทำงานไม่เอื้อต่องานที่ได้รับมอบหมาย,FALSE,en,,,,,,
18686518,ctt|comments,เสริมสร้างการให้ความรู้ในการเข้าถึงเทคโนโลยีใหม่ๆในการบริหารจัดการข้อมูล สร้าง awareness ให้พนักงานทุกระดับชั้นเข้าใจเรื่องความสำคัญของการจัดการข้อมูลส่วนบุคคลของลูกค้า,FALSE,en,,,,,,
18686835,dd|growth_mindset_feedback,constructive feedback,FALSE,en,,,,,,
18686619,ctt|comments,ไม่มีความเห็นเพิ่มเติม,FALSE,en,,,,,,
18686534,ctt|comments,อยากให้บริษัทมีจัดกิจกกรมในการส่งเสริมด้าน Digital อย่างน้อยเดือนละ 1 ครั้ง,FALSE,en,,,,,,
18686618,ctt|comments,ควรมีการจัดฝึกอบรมด้านดิจิตอลและ products ที่พร้อมกว่านี้ค่ะ  ตอนนี้สิ่งที่มียังถือว่าน้อยมากๆ เมื่อเทียบกับบริษัทก่อนๆที่เคยทำงานด้วยค่ะ,FALSE,en,,,,,,
18686487,ctt|comments,N/A,FALSE,en,,,,,,
18686479,ctt|comments,ปัจจุบันการเปลี่ยนแปลงต่างๆ จะเกิดขึ้นอย่างรวดเร็ว ซึ่งความรวดเร็วนั้น มักจะทำให้เกิดปัญหาในการรับมือที่อาจจะไม่ทันท่วงทีมากนัก ส่วนหนึ่งเพราะคนที่จัดการปัญหาที่เกิดและคนที่กำลังพัฒนาผลิตภัณฑ์คือกลุ่มคนเดียวกัน ซึ่งความชัดเจนและความรวดเร็วใจการจัดการกับความคาดหวังว่าอย่างไหนควรทำก่อนหลังยังไม่มีแนวปฏิบัติที่ชัดเจนและสื่อสารได้ไม่ทั่วถึงนัก,FALSE,en,,,,,,
18686643,ctt|comments,-,FALSE,en,,,,,,
